time_s,shard_id,x_m,y_m,speed_mps,distance_to_bs_m,dwell_remaining_s
23,126,1080.17,951.12,5.74,23.06,49
23,176,789.88,817.82,5.68,297.48,57
24,126,1085.18,952.09,5.10,27.57,48
24,176,796.20,819.41,6.52,291.05,56
25,126,1092.32,953.64,7.30,34.36,47
25,176,802.71,821.04,6.71,284.43,55
26,126,1100.52,955.47,8.40,42.40,46
26,176,809.75,822.81,7.25,277.29,54
27,126,1108.29,957.36,8.00,50.19,45
27,176,815.80,824.33,6.24,271.14,53
28,126,1115.48,959.19,7.42,57.49,44
28,176,821.69,825.81,6.08,265.16,52
29,126,1123.48,961.25,8.26,65.64,43
29,176,828.75,827.59,7.28,258.00,51
30,126,1130.95,963.18,7.72,73.29,42
30,176,834.62,829.06,6.05,252.06,50
31,126,1139.06,965.29,8.38,81.60,41
31,176,841.63,830.83,7.23,244.96,49
32,35,1292.08,743.68,13.53,298.92,19
32,126,1146.39,968.85,8.19,89.73,40
32,176,848.08,832.45,6.65,238.45,48
33,35,1287.40,756.17,13.35,287.38,18
33,126,1153.07,972.51,7.62,97.29,39
33,176,854.91,834.17,7.04,231.55,47
34,35,1282.56,769.09,13.79,275.62,17
34,126,1159.65,976.92,7.93,105.07,38
34,176,861.21,835.76,6.50,225.20,46
35,35,1278.12,780.93,12.65,265.01,16
35,126,1165.99,981.19,7.64,112.58,37
35,176,867.43,837.32,6.42,218.92,45
36,35,1273.46,793.40,13.31,254.05,15
36,126,1172.93,985.12,7.98,120.52,36
36,176,873.57,838.87,6.33,212.75,44
37,35,1269.00,805.30,12.70,243.81,14
37,126,1179.35,988.63,7.32,127.81,35
37,176,880.59,840.63,7.23,205.71,43
38,35,1264.56,817.17,12.68,233.83,13
38,126,1186.52,992.56,8.17,135.97,34
38,176,886.73,842.18,6.33,199.55,42
39,35,1261.60,825.08,8.44,227.33,12
39,126,1193.86,996.58,8.37,144.32,33
39,176,892.99,843.75,6.46,193.29,41
40,35,1259.92,829.59,4.82,223.69,11
40,41,903.97,692.08,12.45,290.94,37
40,126,1200.82,999.44,7.54,151.84,32
40,176,899.57,845.41,6.78,186.72,40
41,35,1258.84,833.62,4.18,220.84,10
41,41,904.79,705.51,13.45,279.33,36
41,126,1207.98,1002.32,7.72,159.55,31
41,176,905.42,846.88,6.03,180.90,39
42,35,1260.19,839.40,6.22,219.45,9
42,41,906.87,713.93,8.95,271.23,35
42,126,1214.86,1005.09,7.41,166.95,30
42,176,911.19,848.63,6.03,175.02,38
43,35,1266.51,843.48,7.66,223.43,8
43,41,914.52,718.18,8.91,263.38,34
43,126,1221.81,1007.19,7.27,174.15,29
43,176,915.19,852.84,6.02,169.46,37
44,35,1275.36,846.87,9.48,230.19,7
44,41,923.88,720.36,9.62,256.38,33
44,126,1225.93,1008.34,4.28,178.38,28
44,176,915.93,859.07,6.29,165.85,36
45,35,1286.50,851.12,11.92,238.96,6
45,41,935.03,723.30,11.54,247.98,32
45,126,1231.43,1010.59,5.99,184.32,27
45,133,948.73,1205.76,11.56,293.23,58
45,176,916.51,867.07,8.02,161.77,35
46,35,1298.35,855.64,12.69,248.60,5
46,41,948.33,726.82,13.76,238.30,31
46,126,1233.76,1017.10,7.32,189.16,26
46,133,947.98,1195.11,10.68,283.76,57
46,176,917.10,875.11,8.05,157.99,34
47,35,1310.38,860.23,12.87,258.63,4
47,41,961.61,730.32,13.73,229.05,30
47,126,1233.24,1024.72,7.63,192.09,25
47,133,947.17,1183.78,11.36,273.78,56
47,176,917.38,878.88,3.78,156.32,33
48,35,1322.44,864.81,12.90,268.95,3
48,41,974.95,733.94,13.82,220.14,29
48,126,1232.63,1032.47,7.78,195.28,24
48,133,946.41,1173.09,10.71,264.47,55
48,176,917.48,880.06,1.19,155.80,32
49,35,1334.17,869.67,12.70,279.09,2
49,41,988.76,737.90,14.37,211.29,28
49,126,1231.77,1039.83,7.41,198.30,23
49,133,945.63,1162.20,10.92,255.10,54
49,176,917.76,883.52,3.47,154.33,31
50,35,1345.94,875.87,13.35,289.20,1
50,41,1002.86,741.68,14.60,203.13,27
50,126,1230.31,1047.62,7.92,201.28,22
50,133,944.82,1150.71,11.52,245.34,53
50,176,918.23,889.22,5.73,152.06,30
51,35,1356.86,883.22,13.17,298.50,0
51,41,1016.81,745.60,14.49,195.64,26
51,126,1228.28,1055.83,8.47,204.32,21
51,133,944.04,1139.73,11.01,236.17,52
51,174,842.52,734.47,6.87,298.52,18
51,176,918.83,896.66,7.47,149.37,29
52,41,1030.72,749.68,14.50,188.81,25
52,126,1226.07,1063.58,8.05,207.22,20
52,133,943.24,1128.51,11.25,226.97,51
52,174,849.30,736.28,7.02,292.30,17
52,176,919.50,905.74,9.10,146.60,28
53,41,1043.73,753.52,13.57,183.20,24
53,126,1223.94,1071.03,7.75,210.26,19
53,133,942.45,1117.38,11.15,218.04,50
53,174,853.47,737.40,4.31,288.50,16
53,176,920.35,916.24,10.53,143.98,27
54,41,1057.24,757.52,14.09,178.28,23
54,49,1348.94,874.02,14.17,292.51,20
54,126,1221.86,1078.31,7.57,213.47,18
54,133,941.66,1106.23,11.18,209.29,49
54,174,859.73,739.08,6.48,282.81,15
54,176,921.29,928.18,11.98,141.91,26
55,41,1070.17,761.36,13.49,174.50,22
55,49,1335.98,866.97,14.80,281.50,19
55,126,1219.71,1085.82,7.82,217.00,17
55,133,940.86,1095.08,11.17,200.79,48
55,174,866.44,740.89,6.95,276.76,14
55,176,922.31,940.23,12.10,140.77,25
56,41,1083.72,765.38,14.14,171.59,21
56,49,1321.91,861.18,15.22,269.42,18
56,126,1217.19,1093.33,7.92,220.49,16
56,133,940.10,1084.39,10.72,192.90,47
56,174,873.12,742.71,6.93,270.75,13
56,176,923.29,952.29,12.10,140.70,24
57,41,1097.41,769.45,14.28,169.79,20
57,49,1308.15,855.95,14.72,257.80,17
57,126,1214.53,1100.27,7.44,223.70,15
57,133,939.30,1073.63,10.78,185.27,46
57,174,879.71,744.50,6.82,264.88,12
57,176,924.20,963.88,11.63,141.64,23
58,41,1110.83,773.43,14.00,169.18,19
58,49,1293.82,850.49,15.34,246.04,16
58,126,1211.72,1107.63,7.88,227.31,14
58,133,938.45,1062.90,10.76,178.02,45
58,174,885.73,746.14,6.24,259.54,11
58,176,925.10,975.47,11.63,143.52,22
59,41,1124.14,777.49,13.91,169.62,18
59,49,1281.46,845.79,13.23,236.24,15
59,126,1208.79,1115.25,8.17,231.28,13
59,133,937.57,1052.10,10.83,171.12,44
59,148,915.97,859.61,0.00,165.56,34
59,174,891.69,747.77,6.18,254.31,10
59,176,925.97,986.48,11.05,146.14,21
60,41,1136.58,783.10,13.66,169.42,17
60,49,1273.31,842.66,8.73,229.97,14
60,126,1206.15,1122.14,7.38,235.05,12
60,133,936.69,1041.47,10.66,164.74,43
60,148,916.11,861.54,1.93,164.56,33
60,174,898.26,749.56,6.82,248.58,9
60,176,926.83,997.98,11.52,149.74,20
61,41,1149.39,789.54,14.34,169.78,16
61,42,1353.57,877.14,13.27,296.41,50
61,49,1269.33,841.13,4.27,226.96,13
61,126,1203.33,1129.51,7.89,239.27,11
61,133,935.77,1030.26,11.25,158.52,42
61,148,916.38,865.18,3.65,162.71,32
61,174,903.60,750.59,5.45,244.30,8
61,176,927.65,1009.29,11.34,154.06,19
62,41,1161.86,795.82,13.96,171.29,15
62,42,1342.06,869.67,13.73,286.76,49
62,49,1268.14,840.68,1.27,226.07,12
62,126,1200.61,1136.56,7.56,243.47,10
62,133,934.84,1019.01,11.29,152.85,41
62,148,916.80,870.96,5.80,159.90,31
62,174,908.52,748.23,5.95,242.93,7
62,176,928.63,1021.37,12.12,159.36,18
63,41,1174.41,801.68,13.84,174.28,14
63,42,1329.82,864.38,13.35,276.18,48
63,49,1267.58,840.46,0.60,225.66,11
63,126,1197.46,1143.98,8.06,247.90,9
63,133,933.95,1007.86,11.20,147.85,40
63,148,917.22,876.71,5.77,157.27,30
63,174,909.72,741.78,6.68,247.19,6
63,176,929.59,1033.03,11.70,165.14,17
64,41,1187.69,807.38,14.46,178.93,13
64,42,1317.17,859.38,13.60,265.38,47
64,49,1267.27,840.35,0.33,225.43,10
64,126,1194.43,1151.10,7.73,252.32,8
64,133,933.10,996.01,11.87,143.22,39
64,148,917.48,880.05,3.34,155.81,29
64,174,909.36,735.34,6.46,252.50,5
64,176,930.53,1044.51,11.52,171.43,16
65,41,1201.07,812.92,14.49,184.77,12
65,42,1304.79,854.67,13.25,255.00,46
65,49,1265.67,839.62,1.76,224.29,9
65,126,1191.18,1158.77,8.34,257.26,7
65,133,932.26,984.97,11.06,139.71,38
65,148,917.87,884.81,4.78,153.80,28
65,174,908.74,727.16,8.20,259.41,4
65,176,931.48,1056.19,11.72,178.36,15
66,41,1214.38,818.51,14.44,191.44,11
66,42,1292.49,849.99,13.16,244.97,45
66,49,1262.97,837.61,3.42,222.73,8
66,75,1356.84,879.34,13.33,299.20,50
66,126,1188.33,1165.56,7.36,261.80,6
66,133,931.43,974.35,10.66,137.13,37
66,148,918.44,891.86,7.08,151.06,27
66,174,908.31,717.00,10.25,267.88,3
66,176,932.38,1067.16,11.00,185.31,14
67,41,1227.36,824.70,14.38,198.33,10
67,42,1281.31,845.73,11.96,236.12,44
67,49,1262.21,833.02,4.91,224.11,7
67,75,1345.07,871.47,14.17,289.29,49
67,126,1185.25,1173.13,8.17,267.04,5
67,133,930.53,962.90,11.48,135.23,36
67,148,919.13,900.70,8.86,148.08,26
67,174,907.99,705.38,11.78,277.64,2
67,176,933.23,1078.23,11.10,192.75,13
68,41,1239.62,830.93,13.75,205.36,9
68,42,1272.39,842.31,9.55,229.27,43
68,49,1264.31,826.98,6.40,228.79,6
68,75,1332.69,865.59,13.73,278.66,48
68,126,1292.48,742.70,12.61,299.85,19
68,133,929.64,951.50,11.44,134.30,35
68,148,919.98,911.77,11.11,145.02,25
68,174,907.28,693.65,11.85,287.82,1
68,176,934.08,1089.96,11.77,201.04,12
69,41,1252.19,837.28,14.09,213.25,8
69,42,1261.11,837.86,12.13,220.95,42
69,49,1267.19,819.28,8.22,235.05,5
69,75,1320.37,860.60,13.29,268.11,47
69,126,1288.18,754.08,12.17,289.29,18
69,133,928.70,939.84,11.70,134.37,34
69,148,920.95,923.42,11.70,142.59,24
69,174,906.57,682.31,11.46,297.80,0
69,176,934.86,1100.96,11.03,209.12,11
70,41,1264.96,842.89,13.96,222.27,7
70,42,1249.31,832.26,13.07,213.10,41
70,49,1270.53,810.35,9.53,242.45,4
70,75,1306.91,855.48,14.40,256.76,46
70,126,1283.82,765.72,12.42,278.67,17
70,133,927.71,928.27,11.61,135.50,33
70,148,921.81,934.70,11.31,141.20,23
70,176,935.68,1112.45,11.52,217.83,10
71,41,1278.66,848.13,14.67,232.76,6
71,42,1236.60,825.81,14.25,205.46,40
71,49,1274.68,799.27,11.83,251.84,3
71,75,1294.51,850.76,13.27,246.60,45
71,126,1279.56,777.10,12.16,268.42,16
71,133,926.85,917.06,11.25,137.43,32
71,148,922.88,947.08,12.43,140.58,22
71,176,936.53,1124.45,12.03,227.20,9
72,17,927.28,1004.40,0.00,152.12,33
72,41,1291.45,853.01,13.69,242.95,5
72,42,1224.69,819.76,13.36,198.96,39
72,49,1279.42,786.60,13.52,262.81,2
72,75,1281.77,845.91,13.63,236.48,44
72,126,1275.05,789.14,12.86,257.77,15
72,133,925.97,906.37,10.73,140.14,31
72,148,923.76,958.34,11.30,141.07,21
72,176,937.38,1136.49,12.08,236.84,8
73,17,929.13,1005.82,2.53,151.12,32
73,41,1304.81,858.11,14.30,253.95,4
73,42,1212.72,814.28,13.16,192.77,38
73,49,1284.54,772.94,14.59,274.90,1
73,75,1273.24,842.63,9.13,229.92,43
73,126,1270.86,800.34,11.96,248.05,14
73,133,925.17,895.67,10.73,143.53,30
73,148,924.67,969.99,11.68,142.51,20
73,176,938.18,1147.74,11.27,246.04,7
74,17,930.43,1003.60,2.76,148.95,31
74,41,1318.36,863.26,14.50,265.43,3
74,42,1200.50,809.22,13.23,186.83,37
74,49,1289.91,758.59,15.32,287.85,0
74,75,1268.34,840.75,5.25,226.23,42
74,126,1266.53,811.91,12.35,238.22,13
74,133,924.26,884.39,11.29,147.93,29
74,148,925.55,981.16,11.21,144.78,19
74,176,938.96,1158.72,11.01,255.18,6
75,17,930.10,998.96,4.66,147.18,30
75,41,1331.68,868.63,14.36,276.92,2
75,42,1187.94,804.02,13.60,181.52,36
75,75,1267.27,840.34,1.15,225.43,41
75,126,1262.38,822.99,11.84,229.03,12
75,133,923.33,872.57,11.86,153.29,28
75,148,926.39,991.90,10.77,147.72,18
75,176,939.78,1170.12,11.44,264.83,5
76,17,929.61,992.02,6.97,144.80,29
76,41,1344.35,874.80,14.13,287.87,1
76,42,1176.01,798.89,12.99,177.45,35
76,75,1267.26,840.34,0.01,225.42,40
76,126,1259.54,830.59,8.11,222.88,11
76,133,922.53,861.62,11.01,158.82,27
76,148,927.22,1003.43,11.55,151.74,17
76,176,940.59,1181.45,11.36,274.55,4
77,17,928.90,982.98,9.07,142.19,28
77,41,1355.91,882.57,13.93,297.69,0
77,42,1163.84,793.23,13.43,174.55,34
77,65,1290.33,748.35,11.19,294.59,29
77,75,1267.26,840.34,0.00,225.42,39
77,111,1316.02,1092.76,7.65,297.80,7
77,126,1258.67,834.41,3.92,220.33,10
77,133,921.76,850.45,11.21,164.99,26
77,148,928.17,1015.79,12.40,156.83,16
77,176,941.41,1193.07,11.65,284.64,3
78,17,928.01,971.66,11.36,139.70,27
78,42,1151.89,787.22,13.37,173.06,33
78,65,1286.20,759.36,11.76,284.46,28
78,75,1267.26,840.34,0.00,225.42,38
78,111,1317.63,1086.09,6.87,295.71,6
78,126,1260.39,839.63,5.71,219.52,9
78,133,921.08,839.75,10.72,171.32,25
78,148,929.09,1027.07,11.31,162.10,15
78,176,942.04,1201.76,8.70,292.26,2
79,17,926.92,957.78,13.92,137.86,26
79,42,1139.75,781.11,13.59,172.60,32
79,65,1282.45,769.39,10.71,275.35,27
79,75,1267.25,840.34,0.00,225.42,37
79,111,1319.18,1079.65,6.62,293.84,5
79,126,1266.26,843.39,7.09,223.24,8
79,133,920.40,828.93,10.83,178.15,24
79,148,930.02,1038.33,11.30,167.97,14
79,176,941.01,1206.22,4.70,296.75,1
80,17,929.10,944.56,13.01,134.20,25
80,42,1128.03,775.54,12.98,172.87,31
80,65,1278.37,780.27,11.62,265.60,26
80,75,1267.25,840.34,0.00,225.42,36
80,111,1320.71,1073.27,6.56,292.13,4
80,117,1350.77,875.25,12.51,294.05,65
80,126,1275.08,846.76,9.45,229.97,7
80,133,919.67,817.29,11.66,185.93,23
80,148,930.93,1049.46,11.17,174.30,13
80,176,936.55,1207.49,4.80,299.76,0
81,17,927.92,931.13,13.49,135.17,24
81,42,1114.81,771.27,13.90,172.40,30
81,65,1274.28,791.20,11.67,255.97,25
81,75,1267.25,840.34,0.00,225.42,35
81,111,1322.22,1067.01,6.45,290.58,3
81,117,1340.45,868.84,12.17,285.39,64
81,126,1285.49,850.74,11.14,238.16,6
81,133,918.93,805.53,11.78,194.18,22
81,148,931.93,1061.68,12.26,181.79,12
82,17,926.89,917.53,13.63,137.33,23
82,42,1101.79,767.41,13.58,172.71,29
82,65,1270.32,801.77,11.29,246.82,24
82,75,1267.25,840.34,0.00,225.42,34
82,111,1323.99,1059.67,7.55,288.93,2
82,117,1328.95,864.02,12.47,275.43,63
82,126,1297.46,855.30,12.81,247.86,5
82,133,918.23,794.44,11.11,202.28,21
82,148,932.86,1073.43,11.79,189.48,11
83,17,925.83,904.48,13.10,140.69,22
83,42,1088.64,763.50,13.72,174.10,28
83,65,1266.18,812.85,11.83,237.43,23
83,75,1264.97,839.44,2.45,223.73,33
83,111,1325.62,1052.92,6.94,287.58,1
83,117,1318.15,859.75,11.61,266.21,62
83,126,1308.75,859.61,12.09,257.26,4
83,133,917.51,783.52,10.94,210.55,20
83,148,933.75,1085.41,12.01,197.78,10
84,17,924.80,891.12,13.38,145.21,21
84,42,1075.73,759.67,13.47,176.50,27
84,65,1262.57,822.49,10.29,229.45,22
84,75,1260.93,837.78,4.37,220.83,32
84,111,1327.36,1045.83,7.31,286.37,0
84,117,1306.34,855.26,12.63,256.29,61
84,126,1320.53,864.09,12.60,267.30,3
84,133,916.40,772.43,11.15,219.43,19
84,148,934.61,1097.43,12.05,206.49,9
85,17,923.72,878.01,13.15,150.76,20
85,42,1062.14,755.64,14.17,180.07,26
85,65,1260.49,828.04,5.93,224.93,21
85,75,1254.86,835.04,6.67,216.66,31
85,117,1294.63,850.80,12.53,246.70,60
85,126,1332.16,868.83,12.56,277.34,2
85,133,914.52,761.67,10.94,228.77,18
85,148,935.46,1109.40,12.00,215.49,8
86,17,922.77,864.83,13.23,157.13,19
86,42,1048.81,751.68,13.91,184.57,25
86,65,1259.90,829.62,1.69,223.66,20
86,75,1246.92,831.05,8.89,211.61,30
86,117,1283.59,846.60,11.81,237.91,59
86,126,1343.95,874.53,13.13,287.53,1
86,133,912.88,750.40,11.42,238.50,17
86,148,936.30,1121.17,11.80,224.61,7
87,17,921.83,851.56,13.32,164.35,18
87,42,1035.16,747.65,14.24,190.11,24
87,65,1259.76,830.00,0.40,223.36,19
87,75,1237.71,826.37,10.33,206.09,29
87,117,1273.78,842.84,10.51,230.33,58
87,126,1354.21,881.42,12.36,296.22,0
87,133,909.61,739.32,11.66,249.20,16
87,148,937.16,1133.29,12.15,234.25,6
88,17,997.40,952.23,7.42,67.65,35
88,42,1022.42,743.90,13.28,196.06,23
88,65,1259.76,830.00,0.00,223.35,18
88,75,1226.40,820.63,12.68,199.85,28
88,117,1267.05,840.26,7.21,225.26,57
88,133,909.00,730.15,9.18,256.85,15
88,148,938.00,1145.13,11.87,243.89,5
88,172,903.80,689.31,10.69,293.36,57
89,17,999.98,957.82,6.16,66.79,34
89,42,1009.83,740.32,13.09,202.50,22
89,65,1259.76,830.00,0.00,223.35,17
89,75,1214.17,814.90,13.51,193.51,27
89,117,1263.07,839.24,4.11,222.11,56
89,133,908.61,725.48,4.68,260.83,14
89,148,938.82,1156.70,11.60,253.49,4
89,172,904.53,700.96,11.67,283.23,56
90,17,1001.71,964.79,7.31,67.85,33
90,28,903.44,683.57,12.56,298.39,63
90,42,997.24,736.81,13.07,209.49,21
90,65,1259.76,830.00,0.00,223.35,16
90,75,1200.75,809.33,14.52,186.94,26
90,117,1257.76,841.08,6.00,216.53,55
90,133,908.53,724.21,1.28,261.90,13
90,148,939.62,1167.86,11.19,262.90,3
90,172,904.95,711.76,10.81,274.11,55
91,17,1002.13,971.02,6.24,70.37,32
91,28,904.26,696.55,13.00,287.05,62
91,42,984.19,733.24,13.53,217.27,20
91,65,1259.76,830.00,0.00,223.35,15
91,75,1188.41,804.22,13.36,181.71,25
91,117,1255.55,846.40,5.87,212.25,54
91,133,908.53,724.05,0.16,262.04,12
91,148,940.46,1179.69,11.86,273.03,2
91,172,905.29,723.06,11.31,264.75,54
92,17,1002.61,978.04,7.04,73.75,31
92,28,904.86,708.43,11.89,276.89,61
92,42,971.70,729.70,12.98,225.33,19
92,65,1259.76,830.00,0.00,223.35,14
92,75,1175.31,798.58,14.26,177.25,24
92,117,1254.53,853.73,7.41,208.33,53
92,133,908.53,724.03,0.02,262.05,11
92,148,941.26,1190.96,11.30,282.80,1
92,172,906.04,733.60,10.57,255.90,53
93,17,1003.06,984.72,6.69,77.43,30
93,28,908.15,715.24,7.88,269.42,60
93,42,958.12,726.09,14.06,234.40,18
93,65,1259.76,830.00,0.00,223.35,13
93,75,1162.94,792.78,13.68,174.40,23
93,117,1253.59,860.58,6.91,204.85,52
93,133,908.53,724.03,0.00,262.05,10
93,148,942.07,1202.18,11.25,292.63,0
93,172,906.72,744.03,10.45,247.32,52
94,17,1002.25,990.70,7.11,81.94,29
94,28,915.96,718.64,8.58,262.18,59
94,42,945.27,722.69,13.29,243.39,17
94,65,1259.14,832.22,2.31,221.76,12
94,75,1150.15,786.35,14.31,172.93,22
94,117,1252.57,867.93,7.42,201.31,51
94,133,908.53,724.03,0.00,262.05,9
94,172,907.54,755.10,11.10,238.31,51
95,17,995.52,991.23,6.75,87.39,28
95,28,925.78,720.86,10.07,254.94,58
95,42,933.05,719.47,12.64,252.29,16
95,65,1258.95,836.82,4.70,219.49,11
95,75,1137.41,779.93,14.27,172.64,21
95,117,1251.69,874.23,6.36,198.45,50
95,133,908.53,724.03,0.00,262.05,8
95,172,908.60,765.47,10.44,229.82,50
96,17,988.18,991.80,7.36,93.51,27
96,28,937.27,723.89,11.89,246.32,57
96,42,924.48,717.21,8.87,258.71,15
96,65,1262.42,841.46,6.04,220.57,10
96,75,1124.15,774.11,14.50,172.78,20
96,117,1250.75,881.04,6.88,195.54,49
96,133,908.53,724.03,0.00,262.05,7
96,172,910.49,776.05,10.75,220.80,49
96,188,948.55,1203.14,12.67,290.89,50
97,17,981.13,992.36,7.08,99.57,26
97,28,949.66,727.17,12.82,237.36,56
97,42,919.41,716.19,5.17,262.31,14
97,65,1267.96,844.04,6.13,224.52,9
97,75,1110.46,769.98,14.30,172.39,19
97,117,1249.78,888.01,7.04,192.77,48
97,133,908.53,724.03,0.00,262.05,6
97,172,911.30,786.61,10.59,212.71,48
97,188,947.62,1190.03,13.14,279.28,49
98,17,974.60,992.87,6.55,105.28,25
98,28,961.85,730.38,12.61,228.89,55
98,42,918.44,715.96,1.00,263.04,13
98,65,1276.06,847.14,8.68,230.74,8
98,75,1096.93,765.96,14.11,173.10,18
98,117,1248.81,894.97,7.02,190.22,47
98,133,908.46,722.02,2.03,263.72,5
98,172,912.02,797.74,11.15,204.53,47
98,188,946.69,1176.98,13.09,267.84,48
99,17,968.01,994.32,6.76,111.63,24
99,28,974.83,733.91,13.44,220.22,54
99,42,917.79,715.80,0.67,263.53,12
99,65,1286.22,851.02,10.87,238.74,7
99,75,1083.72,762.04,13.77,174.90,17
99,117,1247.93,901.72,6.81,188.03,46
99,133,908.36,718.73,3.35,266.45,4
99,136,1355.37,878.35,13.18,297.94,63
99,172,912.70,808.50,10.78,196.91,46
99,188,945.73,1163.54,13.47,256.24,47
100,17,961.70,995.31,6.39,117.53,23
100,28,987.53,737.57,13.22,212.03,53
100,42,917.61,715.75,0.19,263.67,11
100,65,1296.44,854.92,10.94,247.02,6
100,75,1070.67,758.17,13.61,177.70,16
100,117,1247.06,908.71,7.04,186.02,45
100,133,908.22,713.90,4.90,270.48,3
100,136,1344.84,871.33,12.66,289.10,62
100,172,913.42,819.90,11.42,189.18,45
100,188,944.78,1150.21,13.36,244.93,46
101,17,955.00,996.06,6.74,123.72,22
101,28,1000.22,740.94,13.14,204.64,52
101,42,917.51,715.73,0.10,263.74,10
101,65,1307.09,858.98,11.40,255.86,5
101,75,1056.81,754.06,14.45,181.76,15
101,117,1246.15,915.91,7.26,184.21,44
101,133,908.03,707.05,6.95,276.23,2
101,136,1333.31,865.85,12.80,279.19,61
101,172,914.12,830.92,11.04,182.07,44
101,188,943.84,1137.00,13.25,233.92,45
102,17,948.10,996.83,6.95,130.15,21
102,28,1010.55,743.85,10.73,198.90,51
102,42,917.50,715.73,0.01,263.75,9
102,65,1317.74,863.03,11.39,264.90,4
102,75,1043.76,750.19,13.62,186.51,14
102,117,1245.24,923.19,7.33,182.66,43
102,133,907.54,697.78,9.36,284.21,1
102,136,1321.41,860.99,12.86,268.99,60
102,172,914.77,841.33,10.43,175.73,43
102,188,942.94,1124.25,12.78,223.53,44
103,17,942.53,997.46,5.61,135.38,20
103,28,1018.04,745.95,7.78,195.01,50
103,42,917.50,715.73,0.00,263.75,8
103,65,1327.94,867.07,10.97,273.68,3
103,75,1029.81,746.08,14.55,192.52,13
103,117,1244.41,929.81,6.68,181.50,42
103,133,906.81,686.11,11.80,294.45,0
103,136,1309.87,856.60,12.35,259.23,59
103,172,915.43,851.87,10.55,169.73,42
103,188,941.98,1110.86,13.43,212.89,43
104,17,936.02,998.36,6.57,141.60,19
104,28,1022.52,749.47,6.02,190.59,49
104,42,917.50,715.73,0.00,263.75,7
104,65,1338.19,871.36,11.12,282.61,2
104,75,1017.08,742.36,13.27,198.73,12
104,117,1243.57,936.28,6.52,180.57,41
104,136,1297.74,851.99,12.97,249.22,58
104,172,916.22,863.06,11.22,163.78,41
104,188,941.02,1097.30,13.59,202.47,42
105,17,929.78,1000.34,6.61,148.08,18
105,28,1021.75,755.21,5.90,185.16,48
105,42,917.50,715.73,0.00,263.75,6
105,65,1347.82,877.13,11.25,290.78,1
105,74,1290.40,748.15,13.45,294.77,17
105,75,1003.75,738.62,13.84,205.81,11
105,117,1242.64,943.16,6.93,179.79,40
105,136,1285.88,847.47,12.70,239.70,57
105,172,916.96,873.20,10.17,158.86,40
105,188,940.11,1084.45,12.88,192.95,41
106,17,927.39,1005.80,6.43,152.66,17
106,28,1019.52,762.49,7.62,178.59,47
106,42,916.02,715.30,1.54,264.93,5
106,65,1357.38,883.59,11.54,298.96,0
106,74,1285.58,761.02,13.74,282.95,16
106,75,989.98,734.91,14.26,213.66,10
106,117,1241.70,950.12,7.03,179.27,39
106,136,1274.41,843.08,12.28,230.80,56
106,172,917.38,878.85,5.67,156.33,39
106,187,1352.68,876.54,13.57,295.66,49
106,188,939.12,1071.32,13.16,183.68,40
107,17,928.05,1014.42,8.65,156.23,16
107,28,1017.89,769.74,7.43,172.00,46
107,42,912.77,713.37,3.83,268.34,4
107,74,1280.91,773.49,13.32,271.66,15
107,75,976.05,730.93,14.49,222.47,9
107,117,1240.79,956.77,6.72,179.03,38
107,136,1266.91,840.21,8.03,225.16,55
107,172,917.48,880.04,1.19,155.81,38
107,187,1341.28,869.20,13.56,286.11,48
107,188,938.03,1057.73,13.63,174.66,39
108,13,936.78,1207.66,8.31,299.82,0
108,17,928.96,1025.45,11.06,161.31,15
108,28,1017.64,777.37,7.65,164.71,45
108,42,911.24,707.79,5.91,273.82,3
108,74,1276.10,786.33,13.71,260.24,14
108,75,963.12,727.41,13.40,231.01,8
108,106,1353.00,876.75,14.43,295.92,49
108,117,1239.94,963.06,6.35,179.04,37
108,136,1262.93,839.21,4.11,222.00,54
108,172,917.50,880.28,0.24,155.71,37
108,187,1329.12,864.09,13.19,275.59,47
108,188,937.01,1045.29,12.48,166.98,38
109,17,929.89,1036.69,11.28,167.08,14
109,28,1017.84,784.99,7.62,157.34,44
109,42,910.85,699.38,8.35,281.07,2
109,51,949.07,1210.58,13.91,297.55,40
109,74,1271.23,799.34,13.90,248.91,13
109,75,950.08,723.96,13.48,239.98,7
109,106,1340.70,868.95,14.58,285.61,48
109,117,1239.01,970.29,7.29,179.37,36
109,136,1257.42,841.45,6.36,216.06,53
109,172,917.51,880.45,0.17,155.63,36
109,174,903.97,692.00,12.40,291.01,55
109,187,1315.96,858.92,14.14,264.35,46
109,188,935.92,1032.12,13.22,159.51,37
110,17,930.84,1048.36,11.71,173.66,13
110,28,1018.24,792.84,7.86,149.72,43
110,42,910.23,689.57,9.75,289.70,1
110,51,948.10,1196.80,13.81,285.26,39
110,74,1266.64,811.61,13.10,238.47,12
110,75,936.19,720.30,14.37,249.97,6
110,106,1327.15,863.26,14.70,273.90,47
110,117,1238.21,976.96,6.71,179.99,35
110,136,1255.41,847.42,6.40,211.70,52
110,172,917.52,880.49,0.04,155.62,35
110,174,904.69,703.41,11.43,281.12,54
110,187,1302.72,853.88,14.17,253.30,45
110,188,934.80,1018.52,13.64,152.62,36
111,17,931.82,1060.31,11.99,180.93,12
111,28,1018.73,800.67,7.85,142.11,42
111,42,909.41,678.12,11.38,299.90,0
111,51,947.10,1182.78,14.05,272.91,38
111,74,1262.91,821.58,10.64,230.19,11
111,75,924.29,717.17,12.30,258.85,5
