time_s,shard_id,x_m,y_m,speed_mps,distance_to_bs_m,dwell_remaining_s
2671,166,941.21,1100.01,13.48,204.52,103
2671,168,1179.13,1188.16,5.22,277.88,5
2671,175,1103.92,771.38,14.28,169.35,32
2671,179,923.12,716.94,9.63,259.67,40
2671,182,1072.57,758.73,13.47,177.23,135
2671,193,816.86,875.85,7.03,253.32,6
2671,194,1246.99,834.67,2.79,209.90,14
2672,0,1262.23,839.05,0.01,221.44,57
2672,14,932.18,719.24,9.98,252.93,105
2672,21,932.88,999.07,6.62,144.73,18
2672,27,910.31,690.82,0.00,288.59,8
2672,29,1011.27,744.05,10.09,198.52,74
2672,33,1239.56,830.90,3.01,205.32,15
2672,44,868.63,885.81,6.15,200.67,7
2672,51,909.43,736.53,8.21,251.51,70
2672,53,1279.73,845.12,4.78,234.89,117
2672,57,908.53,724.03,0.00,262.05,41
2672,68,1191.34,995.20,7.60,141.45,43
2672,95,1269.81,841.32,0.80,227.33,136
2672,99,906.00,733.04,11.57,256.37,10
2672,100,1227.23,824.64,5.77,198.26,29
2672,104,909.83,683.27,0.00,295.28,5
2672,112,971.47,732.96,14.62,222.45,33
2672,122,1279.93,776.13,12.34,269.30,22
2672,140,1355.80,882.50,12.49,297.60,0
2672,148,1254.73,837.89,0.02,215.24,11
2672,151,936.57,1039.93,11.05,163.86,73
2672,158,933.96,1047.29,13.37,170.59,33
2672,166,940.26,1086.57,13.48,194.49,102
2672,168,1177.09,1193.17,5.41,281.61,4
2672,175,1116.71,775.18,13.34,169.28,31
2672,179,916.57,715.50,6.71,264.45,39
2672,182,1059.79,754.94,13.33,180.79,134
2672,193,809.81,874.55,7.17,260.48,5
2672,194,1247.56,834.96,0.64,210.27,13
2673,0,1262.23,839.05,0.00,221.43,56
2673,14,925.87,717.57,6.53,257.66,104
2673,21,927.67,1002.73,6.67,151.02,17
2673,27,910.31,690.82,0.00,288.59,7
2673,29,1018.31,746.03,7.31,194.88,73
2673,33,1240.84,831.55,1.44,206.10,14
2673,44,874.00,886.45,5.41,195.32,6
2673,51,909.20,732.83,3.71,254.59,69
2673,53,1276.90,844.04,3.03,232.71,116
2673,57,908.53,724.03,0.00,262.05,40
2673,68,1198.26,998.42,7.65,149.09,42
2673,95,1269.45,841.18,0.39,227.06,135
2673,99,906.55,741.64,8.61,249.29,9
2673,100,1231.38,826.74,4.66,200.56,28
2673,104,909.83,683.27,0.00,295.28,4
2673,112,985.24,736.86,14.31,213.51,32
2673,122,1275.54,787.84,12.51,258.91,21
2673,148,1256.22,837.74,1.50,216.64,10
2673,151,935.66,1028.94,11.03,157.82,72
2673,158,932.88,1034.12,13.21,163.15,32
2673,166,939.29,1073.54,13.06,185.21,101
2673,168,1174.83,1198.77,6.04,285.85,3
2673,175,1129.25,779.51,13.27,169.67,30
2673,179,912.01,712.12,5.89,269.79,38
2673,182,1046.75,751.07,13.60,185.35,133
2673,193,802.10,873.13,7.84,268.31,4
2673,194,1247.75,835.06,0.21,210.39,12
2674,0,1262.23,839.05,0.00,221.43,55
2674,14,919.93,716.32,6.08,261.93,103
2674,21,927.68,1009.69,7.03,154.23,16
2674,27,910.31,690.82,0.00,288.59,6
2674,29,1022.41,749.01,5.28,191.06,72
2674,33,1240.99,831.63,0.17,206.19,13
2674,44,879.99,887.16,6.04,189.34,5
2674,51,909.11,731.70,1.13,255.55,68
2674,53,1276.45,843.87,0.48,232.37,115
2674,57,908.53,724.03,0.00,262.05,39
2674,68,1205.36,1001.27,7.64,156.72,41
2674,95,1269.43,841.17,0.02,227.04,134
2674,99,904.60,746.88,6.00,246.47,8
2674,100,1233.61,827.88,2.50,201.83,27
2674,104,909.83,683.27,0.00,295.28,3
2674,112,998.07,740.34,13.30,205.88,31
2674,122,1271.13,799.63,12.58,248.66,20
2674,148,1259.19,836.58,3.31,219.81,9
2674,151,934.79,1018.29,10.69,152.51,71
2674,158,931.86,1021.65,12.52,156.80,31
2674,166,938.24,1060.23,13.35,176.27,100
2674,168,1172.76,1204.24,5.85,290.09,2
2674,175,1141.24,785.44,13.38,169.41,29
2674,179,911.22,706.35,5.87,275.04,37
2674,182,1033.85,747.27,13.45,190.68,132
2674,193,795.34,871.88,6.87,275.17,3
2674,194,1249.85,836.12,2.36,211.73,11
2675,0,1262.23,839.05,0.00,221.43,54
2675,14,917.60,715.75,2.40,263.68,102
2675,21,928.41,1018.80,9.14,158.18,15
2675,27,910.31,690.82,0.00,288.59,5
2675,29,1022.00,754.39,5.51,185.90,71
2675,33,1242.65,832.47,1.86,207.20,12
2675,44,885.63,887.83,5.67,183.73,4
2675,51,909.11,731.60,0.10,255.63,67
2675,53,1276.44,843.86,0.02,232.36,114
2675,57,908.53,724.03,0.00,262.05,38
2675,68,1213.03,1004.35,8.27,164.98,40
2675,95,1269.41,841.16,0.02,227.03,133
2675,99,899.92,746.69,4.84,249.65,7
2675,100,1234.28,828.22,0.75,202.21,26
2675,104,909.83,683.27,0.00,295.28,2
2675,112,1007.91,743.10,10.22,200.33,30
2675,122,1267.00,810.67,11.78,239.27,19
2675,148,1262.47,831.90,5.82,224.86,8
2675,151,933.98,1008.25,10.08,148.01,70
2675,158,930.81,1008.65,13.02,150.99,30
2675,166,937.14,1046.95,13.33,167.97,99
2675,168,1170.80,1210.09,6.17,294.80,1
2675,175,1153.31,791.52,13.51,170.13,28
2675,179,910.96,701.04,5.28,279.63,36
2675,182,1021.20,743.54,13.20,196.67,131
2675,193,787.83,870.50,7.63,282.79,2
2675,194,1251.78,837.09,2.15,212.99,10
2676,0,1262.23,839.05,0.00,221.43,53
2676,14,917.53,715.73,0.06,263.73,101
2676,21,929.36,1030.24,11.48,163.70,14
2676,27,910.31,690.82,0.00,288.59,4
2676,29,1019.64,762.01,7.97,179.04,70
2676,33,1244.73,833.52,2.33,208.49,11
2676,44,891.73,888.55,6.14,177.65,3
2676,51,909.10,731.53,0.07,255.69,66
2676,53,1276.42,843.86,0.02,232.35,113
2676,57,908.53,724.03,0.00,262.05,37
2676,68,1220.99,1006.96,8.39,173.31,39
2676,95,1269.40,841.16,0.00,227.02,132
2676,99,892.92,744.79,7.26,255.70,6
2676,100,1235.53,828.85,1.40,202.94,25
2676,104,909.83,683.27,0.00,295.28,1
2676,112,1016.10,745.41,8.51,196.00,29
2676,122,1263.39,820.32,10.30,231.23,18
2676,140,998.49,1086.26,0.00,163.79,77
2676,148,1265.16,824.71,7.68,230.63,7
2676,151,933.26,998.19,10.09,144.01,69
2676,158,929.91,996.16,12.52,146.18,29
2676,166,936.04,1033.51,13.48,160.27,98
2676,168,1169.26,1215.43,5.56,299.22,0
2676,175,1165.85,797.82,14.03,172.02,27
2676,179,910.82,698.84,2.18,281.55,35
2676,182,1007.77,739.74,13.95,203.60,130
2676,193,780.57,869.16,7.39,290.18,1
2676,194,1255.55,838.89,4.18,215.52,9
2677,0,1262.23,839.05,0.00,221.43,52
2677,14,917.51,715.73,0.02,263.74,100
2677,21,930.41,1043.03,12.83,170.59,13
2677,27,910.31,690.82,0.00,288.59,3
2677,29,1018.09,768.84,7.00,172.81,69
2677,33,1248.63,835.50,4.37,210.95,10
2677,44,896.85,889.15,5.16,172.55,2
2677,51,909.10,731.51,0.02,255.70,65
2677,53,1276.42,843.85,0.01,232.34,112
2677,57,908.53,724.03,0.00,262.05,36
2677,68,1226.61,1008.53,5.83,179.07,38
2677,95,1269.40,841.16,0.00,227.02,131
2677,99,885.89,742.87,7.29,261.83,5
2677,100,1237.38,829.79,2.07,204.02,24
2677,104,909.71,681.38,1.87,296.95,0
2677,112,1025.59,748.17,9.88,191.23,28
2677,122,1260.85,827.09,7.23,225.70,17
2677,140,998.62,1088.37,2.11,165.68,76
2677,148,1268.45,815.92,9.39,237.82,6
2677,151,932.49,987.78,10.41,140.52,68
2677,158,928.88,982.79,13.41,142.14,28
2677,166,934.88,1019.49,14.07,153.08,97
2677,175,1178.51,803.50,13.88,175.56,26
2677,179,910.79,698.46,0.38,281.88,34
2677,182,995.30,736.31,12.94,210.58,129
2677,193,772.65,867.70,8.05,298.21,0
2677,194,1260.89,841.23,5.83,219.28,8
2678,0,1262.23,839.05,0.00,221.43,51
2678,14,917.50,715.73,0.01,263.75,99
2678,21,931.40,1055.21,12.23,177.76,12
2678,27,910.21,689.26,1.55,289.97,2
2678,29,1017.61,775.99,7.19,166.05,68
2678,33,1253.52,837.94,5.46,214.14,9
2678,44,902.11,889.78,5.30,167.32,1
2678,51,909.10,731.51,0.00,255.70,64
2678,53,1276.41,843.85,0.00,232.34,111
2678,57,908.53,724.03,0.00,262.05,35
2678,68,1233.26,1009.08,6.79,185.39,37
2678,95,1269.40,841.16,0.00,227.02,130
2678,99,878.28,740.80,7.88,268.54,4
2678,100,1241.01,831.63,4.08,206.20,23
2678,112,1037.38,751.65,12.29,185.84,27
2678,122,1259.86,829.73,2.82,223.57,16
2678,140,998.85,1091.87,3.51,168.83,75
2678,148,1272.54,804.99,11.67,246.96,5
2678,151,931.65,977.07,10.75,137.72,67
2678,158,927.88,969.95,12.88,139.40,27
2678,166,933.82,1006.08,13.48,147.10,96
2678,175,1191.57,808.98,14.17,180.52,25
2678,179,910.79,698.39,0.07,281.94,33
2678,182,981.96,732.61,13.84,218.67,128
2678,194,1267.63,843.91,7.26,224.27,7
2679,0,1262.23,839.05,0.00,221.43,50
2679,14,917.50,715.73,0.00,263.75,98
2679,21,932.45,1068.06,12.89,185.91,11
2679,27,909.99,685.75,3.48,293.07,1
2679,29,1017.78,783.08,7.09,159.19,67
2679,33,1260.24,840.96,7.37,218.81,8
2679,44,908.00,890.47,5.93,161.47,0
2679,51,909.10,731.51,0.00,255.70,63
2679,53,1276.41,843.85,0.00,232.33,110
2679,57,908.53,724.03,0.00,262.05,34
2679,68,1237.86,1004.00,7.37,187.72,36
2679,95,1269.40,841.16,0.00,227.02,129
2679,99,871.24,738.88,7.30,274.80,3
2679,100,1245.87,834.10,5.45,209.20,22
2679,112,1050.78,755.61,13.97,180.52,26
2679,122,1259.79,829.93,0.21,223.42,15
2679,140,999.18,1097.19,5.33,173.64,74
2679,148,1276.77,793.67,12.09,256.66,4
2679,151,930.84,966.75,10.35,135.76,66
2679,158,926.88,957.24,12.74,137.82,26
2679,166,932.85,992.39,13.70,141.96,95
2679,175,1203.92,814.10,13.36,186.13,24
2679,179,910.71,697.15,1.23,283.03,32
2679,182,968.65,728.87,13.82,227.34,127
2679,194,1276.35,847.25,9.34,230.96,6
2680,0,1262.23,839.05,0.00,221.43,49
2680,14,917.50,715.73,0.00,263.75,97
2680,21,933.36,1080.02,11.99,193.99,10
2680,27,909.62,679.81,5.91,298.35,0
2680,29,1018.13,791.08,8.01,151.43,66
2680,33,1268.05,844.07,8.41,224.59,7
2680,51,909.10,731.51,0.00,255.70,62
2680,53,1276.41,843.85,0.00,232.33,109
2680,57,908.59,722.13,1.89,263.55,33
2680,68,1239.01,997.01,7.10,186.37,35
2680,95,1269.40,841.16,0.00,227.02,128
2680,99,864.03,736.93,7.46,281.25,2
2680,100,1249.33,835.86,3.88,211.39,21
2680,112,1064.16,759.57,13.95,176.14,25
2680,122,1259.77,829.97,0.05,223.38,14
2680,140,999.60,1103.78,6.59,179.63,73
2680,148,1280.88,782.70,11.71,266.23,3
2680,151,930.05,956.66,10.12,134.60,65
2680,158,925.82,943.72,13.56,137.42,25
2680,166,931.93,980.75,11.68,138.59,94
2680,175,1216.09,819.28,13.23,192.33,23
2680,179,910.49,693.73,3.39,286.03,31
2680,182,955.61,725.42,13.49,236.12,126
2680,194,1286.53,851.14,10.89,238.99,5
2681,0,1260.22,839.47,2.06,219.45,48
2681,14,917.50,715.73,0.00,263.75,96
2681,21,934.22,1091.97,11.98,202.49,9
2681,29,1018.63,798.57,7.51,144.14,65
2681,33,1278.15,847.94,10.81,232.36,6
2681,51,908.96,729.68,1.84,257.25,61
2681,53,1276.41,843.85,0.00,232.33,108
2681,57,909.44,718.10,4.08,266.34,32
2681,68,1239.92,989.47,7.60,184.90,34
2681,95,1269.40,841.16,0.00,227.02,127
2681,99,856.97,735.02,7.32,287.62,1
2681,100,1249.81,836.10,0.54,211.70,20
2681,112,1077.86,763.64,14.29,172.71,24
2681,122,1259.77,829.99,0.02,223.36,13
2681,140,1000.01,1110.38,6.61,185.68,72
2681,148,1285.08,771.50,11.97,276.19,2
2681,151,929.23,946.24,10.46,134.19,64
2681,158,924.65,930.55,13.22,138.45,24
2681,166,930.97,968.51,12.28,136.04,93
2681,175,1227.74,824.89,12.94,198.54,22
2681,179,910.19,688.92,4.78,290.27,30
2681,182,942.22,721.89,13.85,245.58,125
2681,194,1298.41,855.67,12.72,248.65,4
2682,0,1256.74,842.23,4.62,215.11,47
2682,14,917.50,715.73,0.00,263.75,95
2682,21,935.08,1104.01,12.08,211.41,8
2682,29,1018.97,805.96,7.40,137.02,64
2682,33,1290.22,852.54,12.92,241.96,5
2682,51,908.71,726.75,2.94,259.75,60
2682,53,1276.41,843.85,0.00,232.33,107
2682,57,910.94,712.86,5.39,269.79,31
2682,68,1240.93,981.12,8.41,183.63,33
2682,95,1267.41,840.40,2.14,225.53,126
2682,99,849.11,732.92,8.13,294.74,0
2682,100,1249.85,836.12,0.04,211.73,19
2682,112,1091.27,767.62,13.99,170.45,23
2682,122,1259.76,830.00,0.01,223.36,12
2682,140,1000.63,1117.17,6.83,191.88,71
2682,148,1289.32,760.15,12.12,286.43,1
2682,151,928.34,935.89,10.39,134.66,63
2682,158,923.65,917.17,13.42,140.58,23
2682,166,930.13,957.79,10.75,134.69,92
2682,175,1235.82,829.00,9.06,203.11,21
2682,179,909.97,685.50,3.39,293.30,29
2682,182,932.76,719.39,9.79,252.51,124
2682,194,1312.62,861.08,15.20,260.53,3
2683,0,1255.27,848.45,6.40,211.14,46
2683,14,917.50,715.73,0.00,263.75,94
2683,21,936.01,1117.15,13.16,221.46,7
2683,29,1020.88,813.66,7.94,129.12,63
2683,33,1302.92,857.39,13.59,252.38,4
2683,51,908.70,721.20,5.54,264.24,59
2683,53,1274.60,843.16,1.93,230.96,106
2683,57,911.18,704.82,7.95,276.33,30
2683,68,1241.95,972.68,8.50,182.72,32
2683,95,1267.28,840.35,0.14,225.44,125
2683,100,1249.87,836.13,0.02,211.74,18
2683,112,1104.89,771.67,14.20,169.30,22
2683,122,1259.13,832.23,2.32,221.75,11
2683,140,1001.23,1123.08,5.94,197.30,70
2683,148,1293.71,748.43,12.52,297.15,0
2683,151,927.49,924.79,11.13,135.95,62
2683,158,922.63,904.60,12.61,143.78,22
2683,166,929.26,946.64,11.18,134.19,91
2683,175,1240.65,831.45,5.42,205.98,20
2683,179,909.89,684.19,1.30,294.46,28
2683,182,926.89,717.84,6.06,256.89,123
2683,194,1326.77,866.58,15.19,272.68,2
2684,0,1254.35,855.09,6.70,207.63,45
2684,14,917.50,715.73,0.00,263.75,93
2684,21,936.86,1129.12,12.00,230.91,6
2684,29,1027.50,816.46,7.68,124.42,62
2684,33,1315.22,862.08,13.16,262.75,3
2684,51,910.82,713.78,7.62,269.10,58
2684,53,1274.44,843.09,0.18,230.83,105
2684,57,910.71,697.19,7.58,282.99,29
2684,68,1242.89,965.22,7.52,182.29,31
2684,95,1267.26,840.34,0.02,225.43,124
2684,100,1249.87,836.13,0.01,211.74,17
2684,112,1118.70,775.77,14.41,169.36,21
2684,122,1258.95,836.80,4.67,219.49,10
2684,140,1001.83,1129.06,6.00,202.79,69
2684,151,926.56,913.59,11.24,138.23,61
2684,158,922.03,896.51,8.11,146.33,21
2684,166,928.28,935.24,11.45,134.72,90
2684,175,1243.08,832.69,2.73,207.47,19
2684,179,909.86,683.73,0.45,294.86,27
2684,182,925.24,717.41,1.70,258.14,122
2684,194,1340.78,872.63,15.27,284.85,1
2685,0,1253.41,861.85,6.82,204.23,44
2685,14,917.50,715.73,0.00,263.75,92
2685,21,937.71,1141.03,11.94,240.53,5
2685,29,1034.22,818.44,7.00,120.75,61
2685,33,1327.76,866.99,13.46,273.53,2
2685,39,903.36,682.37,6.24,299.45,58
2685,51,911.20,705.84,7.87,275.47,57
2685,53,1274.35,843.06,0.10,230.76,104
2685,57,910.44,692.85,4.31,286.80,28
2685,68,1243.89,957.82,7.47,182.23,30
2685,95,1267.26,840.34,0.01,225.42,123
2685,100,1249.88,836.14,0.01,211.75,16
2685,112,1132.53,781.06,14.83,169.56,20
2685,122,1263.27,841.92,7.03,221.14,9
2685,128,1288.19,754.06,12.86,289.31,33
2685,140,1002.07,1131.39,2.34,204.95,68
2685,151,925.71,902.90,10.72,141.16,60
2685,158,919.97,890.20,6.75,150.10,20
2685,166,927.36,923.25,12.03,136.21,89
2685,175,1243.18,832.73,0.10,207.52,18
2685,179,909.84,683.41,0.32,295.15,26
2685,182,924.97,717.34,0.28,258.34,121
2685,194,1353.61,881.02,15.35,295.71,0
2686,0,1252.40,869.13,7.35,200.76,43
2686,14,917.50,715.73,0.00,263.75,91
2686,21,938.62,1153.95,12.95,251.19,4
2686,29,1041.75,820.66,7.85,116.99,60
2686,33,1340.06,872.20,13.36,284.24,1
2686,39,903.84,689.96,7.61,292.79,57
2686,51,910.95,700.89,4.91,279.76,56
2686,53,1274.27,843.03,0.08,230.70,103
2686,57,910.34,691.27,1.58,288.20,27
2686,68,1244.94,950.07,7.82,182.50,29
2686,95,1267.26,840.34,0.00,225.42,122
2686,100,1249.88,836.14,0.00,211.75,15
2686,112,1145.58,787.63,14.61,169.55,19
2686,122,1269.63,844.68,6.94,225.79,8
2686,128,1283.99,765.26,11.96,279.08,32
2686,140,1004.08,1133.00,2.94,205.90,67
2686,151,924.94,892.74,10.19,144.60,59
2686,158,914.30,887.69,6.52,156.26,19
2686,166,926.52,913.10,10.19,138.35,88
2686,175,1243.19,832.74,0.01,207.53,17
2686,179,909.84,683.32,0.08,295.23,25
2686,182,924.85,717.30,0.13,258.44,120
2687,0,1251.46,875.93,6.87,197.71,42
2687,14,917.50,715.73,0.00,263.75,90
2687,21,939.49,1166.03,12.11,261.35,3
2687,29,1048.30,822.59,6.82,114.07,59
2687,33,1350.90,879.20,12.92,293.39,0
2687,39,904.45,699.60,9.66,284.41,56
2687,51,910.83,699.12,1.76,281.30,55
2687,53,1274.26,843.03,0.01,230.69,102
2687,57,910.32,690.96,0.30,288.47,26
2687,68,1245.95,942.60,7.53,183.08,28
2687,95,1267.25,840.34,0.00,225.42,121
2687,100,1249.88,836.14,0.00,211.75,14
2687,112,1159.11,794.44,15.15,170.86,18
2687,122,1278.46,848.05,9.45,232.60,7
2687,128,1279.36,777.63,13.20,267.96,31
2687,140,1005.21,1130.67,2.79,203.35,66
2687,151,924.05,881.81,10.94,149.04,58
2687,158,907.76,887.22,6.58,162.64,18
2687,166,925.71,902.89,10.24,141.16,87
2687,175,1243.19,832.74,0.00,207.53,16
2687,179,909.83,683.28,0.04,295.26,24
2687,182,924.84,717.30,0.01,258.44,119
2688,0,1250.46,883.16,7.30,194.68,41
2688,14,917.50,715.73,0.00,263.75,89
2688,21,940.40,1178.88,12.89,272.33,2
2688,29,1055.95,824.85,7.98,111.08,58
2688,39,904.89,709.58,9.99,275.92,55
2688,51,910.80,698.60,0.52,281.76,54
2688,53,1274.26,843.02,0.00,230.69,101
2688,57,910.31,690.85,0.11,288.57,25
2688,68,1247.01,934.80,7.87,184.01,27
2688,95,1267.25,840.34,0.00,225.42,120
2688,100,1249.88,836.14,0.00,211.75,13
2688,112,1172.16,800.68,14.46,173.63,17
2688,122,1288.73,851.97,11.00,240.75,6
2688,128,1274.79,789.84,13.04,257.16,30
2688,140,1004.73,1125.92,4.78,198.93,65
2688,151,923.19,870.72,11.15,154.18,57
2688,158,900.30,886.34,7.51,170.04,17
2688,166,924.86,891.77,11.15,144.97,86
2688,175,1243.19,832.74,0.00,207.53,15
2688,179,909.83,683.27,0.01,295.28,23
2688,182,924.84,717.30,0.00,258.44,118
2689,0,1249.42,890.57,7.49,191.81,40
2689,14,917.50,715.73,0.00,263.75,88
2689,21,941.33,1191.91,13.06,283.62,1
2689,29,1063.12,826.97,7.47,108.74,57
2689,39,905.17,719.16,9.59,267.96,54
2689,51,910.79,698.43,0.16,281.91,53
2689,53,1274.26,843.02,0.00,230.69,100
2689,57,910.31,690.82,0.03,288.59,24
2689,68,1248.00,926.96,7.90,185.20,26
2689,95,1267.25,840.34,0.00,225.42,119
2689,100,1249.88,836.14,0.00,211.75,12
2689,112,1186.08,806.71,15.17,178.29,16
2689,122,1299.68,856.15,11.72,249.69,5
2689,128,1270.22,802.05,13.04,246.58,29
2689,140,1004.12,1119.89,6.05,193.36,64
2689,151,922.40,859.82,10.95,159.78,56
2689,158,892.88,885.46,7.47,177.39,16
2689,166,923.93,880.35,11.44,149.69,85
2689,175,1243.19,832.74,0.00,207.53,14
2689,179,909.83,683.27,0.00,295.28,22
2689,182,924.84,717.30,0.00,258.45,117
2690,0,1248.47,897.45,6.95,189.37,39
2690,14,917.50,715.73,0.00,263.75,87
2690,21,942.24,1204.70,12.83,294.86,0
2690,29,1069.83,828.94,6.99,106.98,56
2690,39,905.64,728.28,9.14,260.37,53
2690,51,910.79,698.39,0.04,281.94,52
2690,53,1274.26,843.02,0.00,230.69,99
2690,57,910.31,690.82,0.00,288.59,23
2690,68,1248.95,919.38,7.65,186.66,25
2690,91,1292.32,1128.31,8.84,299.47,5
2690,95,1267.25,840.34,0.00,225.42,118
2690,100,1249.88,836.14,0.00,211.75,11
2690,112,1199.15,812.13,14.15,183.87,15
2690,122,1310.89,860.43,12.00,259.07,4
2690,128,1265.86,813.71,12.44,236.72,28
2690,140,1003.46,1113.41,6.51,187.41,63
2690,151,921.71,849.63,10.22,165.46,55
2690,158,885.23,884.55,7.71,184.99,15
2690,166,923.09,869.25,11.16,154.90,84
2690,175,1243.19,832.74,0.00,207.53,13
2690,179,909.83,683.27,0.00,295.28,21
2690,182,924.84,717.30,0.00,258.45,116
2691,0,1247.50,905.15,7.75,187.01,38
2691,14,917.50,715.73,0.00,263.75,86
2691,29,1076.98,831.26,7.52,105.38,55
2691,39,906.28,737.42,9.16,252.75,52
2691,51,910.79,698.38,0.01,281.95,51
2691,53,1274.26,843.02,0.00,230.69,98
2691,57,910.31,690.82,0.00,288.59,22
2691,68,1249.88,911.99,7.44,188.37,24
2691,91,1284.83,1128.30,7.50,293.76,4
2691,95,1266.03,839.87,1.31,224.51,117
2691,100,1251.61,837.00,1.94,212.87,10
2691,112,1212.39,817.62,14.34,190.43,14
2691,122,1322.32,864.76,12.22,268.84,3
2691,128,1262.57,822.50,9.39,229.43,27
2691,140,1002.99,1106.79,6.64,181.30,62
2691,151,921.03,838.88,10.77,171.86,54
2691,158,877.13,883.59,8.16,193.04,14
2691,166,922.38,859.54,9.75,159.93,83
2691,175,1291.21,745.99,12.87,296.77,46
2691,179,909.83,683.27,0.00,295.28,20
2691,182,924.84,717.30,0.00,258.45,115
2692,0,1246.63,912.12,7.03,185.13,37
2692,14,917.50,715.73,0.00,263.75,85
2692,26,1354.44,877.72,15.16,297.15,100
2692,29,1083.77,833.62,7.18,104.18,54
2692,39,906.98,747.51,10.12,244.46,51
2692,51,910.79,698.37,0.00,281.95,50
2692,53,1273.17,842.61,1.17,229.86,97
2692,57,910.31,690.82,0.00,288.59,21
2692,60,945.81,1209.85,13.93,298.14,9
2692,68,1250.93,903.59,8.46,190.65,23
2692,91,1281.44,1128.29,3.39,291.21,3
2692,95,1263.15,838.72,3.10,222.41,116
2692,100,1254.53,838.42,3.25,214.82,9
2692,112,1224.05,823.02,12.86,196.56,13
2692,122,1333.49,869.39,12.10,278.50,2
2692,128,1260.70,827.49,5.33,225.37,26
2692,140,1002.60,1100.58,6.23,175.58,61
2692,151,920.32,827.70,11.20,178.96,53
2692,158,869.36,882.67,7.82,200.77,13
2692,166,921.65,848.81,10.76,165.93,82
2692,175,1287.09,756.98,11.74,286.64,45
2692,179,909.83,683.27,0.00,295.28,19
2692,182,924.84,717.30,0.00,258.45,114
2693,0,1245.68,919.66,7.60,183.38,36
2693,14,917.50,715.73,0.00,263.75,84
2693,26,1342.45,869.90,14.32,287.09,99
2693,29,1089.49,836.88,6.86,102.32,53
2693,39,907.72,757.28,9.80,236.54,50
2693,51,910.79,698.37,0.00,281.96,49
2693,53,1270.39,841.54,2.97,227.77,96
2693,57,910.31,690.82,0.00,288.59,20
2693,60,944.79,1195.32,14.58,285.25,8
2693,68,1251.99,895.37,8.30,193.24,22
2693,91,1278.86,1128.95,2.77,289.72,2
2693,95,1258.28,836.63,5.30,218.98,115
2693,100,1259.41,840.61,5.34,218.22,8
2693,112,1232.22,827.17,9.15,201.03,12
2693,122,1344.15,874.66,11.92,287.70,1
2693,128,1260.14,828.98,1.59,224.17,25
2693,140,1002.23,1094.69,5.90,170.20,60
2693,151,919.68,817.50,10.22,185.78,52
2693,158,862.28,881.84,7.13,207.83,12
2693,166,920.94,837.56,11.27,172.67,81
2693,175,1282.86,768.28,12.06,276.35,44
2693,179,909.83,683.27,0.00,295.28,18
2693,182,924.84,717.30,0.00,258.45,113
2694,0,1244.78,926.88,7.28,181.99,35
2694,14,917.50,715.73,0.00,263.75,83
2694,26,1328.98,864.03,14.70,275.47,98
2694,29,1091.91,843.15,6.86,96.97,52
2694,39,908.91,766.89,9.70,228.57,49
2694,51,910.79,698.37,0.00,281.96,48
2694,53,1266.00,839.85,4.71,224.49,95
2694,57,910.31,690.82,0.00,288.59,19
2694,60,943.78,1181.14,14.21,272.86,7
2694,68,1253.01,887.97,7.46,195.91,21
2694,91,1280.01,1131.49,3.64,292.27,1
2694,95,1251.85,833.55,7.13,214.71,114
2694,100,1266.65,843.54,7.82,223.54,7
2694,112,1237.88,830.04,6.35,204.32,11
2694,122,1354.27,881.46,12.20,296.27,0
2694,128,1259.85,829.76,0.83,223.55,24
2694,140,1001.80,1087.99,6.71,164.12,59
2694,151,919.01,806.90,10.61,193.20,51
2694,158,854.85,880.96,7.48,215.24,11
2694,166,920.26,826.76,10.82,179.57,80
2694,175,1278.40,780.21,12.74,265.66,43
2694,179,909.83,683.27,0.00,295.28,17
2694,182,924.84,717.30,0.00,258.45,112
2694,187,1239.02,996.91,0.00,186.35,40
2695,0,1243.95,933.48,6.66,180.96,34
2695,14,917.50,715.73,0.00,263.75,82
2695,26,1314.70,858.45,15.33,263.29,97
2695,29,1093.53,850.67,7.69,90.36,51
2695,39,910.61,776.78,10.04,220.19,48
2695,51,910.79,698.37,0.00,281.96,47
2695,53,1260.37,837.54,6.09,220.43,94
2695,57,910.31,690.82,0.00,288.59,18
2695,60,942.76,1166.87,14.30,260.56,6
2695,68,1254.04,880.57,7.47,198.83,20
2695,91,1285.94,1131.50,5.93,296.70,0
2695,95,1243.28,829.20,9.61,209.39,113
2695,100,1276.38,847.26,10.42,230.98,6
2695,112,1242.46,832.37,5.14,207.09,10
2695,128,1259.79,829.93,0.19,223.41,23
2695,140,1001.50,1083.18,4.82,159.78,58
2695,142,903.71,687.92,13.53,294.57,47
2695,151,918.32,795.97,10.95,201.15,50
2695,158,847.84,880.13,7.05,222.22,10
2695,166,919.60,816.30,10.48,186.61,79
2695,175,1274.27,791.23,11.77,255.94,42
2695,179,909.83,683.27,0.00,295.28,16
2695,182,924.84,717.30,0.00,258.45,111
2695,187,1239.31,994.52,2.41,185.85,39
2696,0,1243.00,940.49,7.07,180.06,33
2696,14,917.50,715.73,0.00,263.75,81
2696,26,1300.19,852.92,15.53,251.22,96
2696,29,1098.47,855.58,7.60,87.62,50
2696,39,911.33,786.92,10.17,212.47,47
2696,51,910.79,698.37,0.00,281.96,46
2696,53,1252.73,833.99,8.42,215.28,93
2696,57,910.31,690.82,0.00,288.59,17
2696,60,941.81,1153.49,13.42,249.23,5
